,State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent,Total_Spent_Per_District,Percent_Spent,STATEFP20
793,WI,2,Mark Pocan,D,True,1,69.7,1290582.0,1014628.0,1048605.0,96.7597903881824,55
794,WI,2,Peter Theron,R,False,0,30.3,35753.0,33977.0,1048605.0,3.240209611817605,55
795,WI,3,Ron Kind,D,True,1,51.4,2989262.0,4435403.0,6384042.0,69.47640695346303,55
796,WI,3,Derrick Van Orden,R,False,0,48.6,1962443.0,1948639.0,6384042.0,30.523593046536973,55
797,WI,4,Gwen Moore,D,True,1,74.7,1183995.0,1166739.0,1166739.0,100.0,55
798,WI,5,Scott Fitzgerald,R,False,1,60.2,1155721.0,968406.0,1340205.0,72.25805007442891,55
799,WI,5,Tom Palzewicz,D,False,0,39.9,370392.0,371799.0,1340205.0,27.741949925571085,55
800,WI,6,Glenn Grothman,R,True,1,59.3,1815756.0,1736659.0,1982447.0,87.60178708434576,55
801,WI,6,Jessica King,D,False,0,40.7,287753.0,245788.0,1982447.0,12.39821291565424,55
802,WI,7,Tom Tiffany,R,True,1,60.8,2637459.0,2514740.0,3747430.0,67.10572312224645,55
803,WI,7,Tricia Zunker,D,False,0,39.2,1261957.0,1232690.0,3747430.0,32.894276877753555,55
804,WI,8,Mike Gallagher,R,True,1,64.0,3202905.0,2841801.0,3241717.0,87.66345118960108,55
805,WI,8,Amanda Stuck,D,False,0,36.0,416978.0,399916.0,3241717.0,12.336548810398934,55
806,WY,1,Liz Cheney,R,True,1,68.6,3003883.0,3060167.0,3192402.0,95.85782116412658,56
807,WY,1,Lynnette Grey Bull,D,False,0,24.6,134597.0,132235.0,3192402.0,4.142178835873427,56
